topic_id,tweet_id,relevance
52,1464731471462154245,1.0
52,1464685650716803074,0.9659701492537314
52,1464697821299367936,0.6161194029850746
52,1464723721625608195,0.5952238805970149
52,1464707322354274305,0.5719402985074626
52,1464692893864513540,0.5683582089552238
52,1464716470257135620,0.5558208955223881
52,1464383473808932867,0.5438805970149253
52,1464712485559222280,0.5211940298507463
52,1464500377114406913,0.5211940298507463
52,1464459570978471936,0.5211940298507463
52,1464702352825405441,0.5170149253731343
52,1464735740735201292,0.515223880597015
52,1464688617150898182,0.5044776119402985
52,1464723227905871874,0.5026865671641791
52,1463356869657776131,0.5026865671641791
52,1464743943300698113,0.5002985074626866
52,1464708951287685122,0.4895522388059701
52,1464693559198724098,0.4817910447761194
52,1464701915657351173,0.4722388059701493
52,1464194329644261378,0.4704477611940298
52,1464703023360393223,0.466865671641791
52,1464714407557189632,0.4597014925373134
52,1464685375109087234,0.4597014925373134
52,1464699028680159244,0.4567164179104477
52,1464713306657198094,0.4555223880597014
52,1464708127731986445,0.4531343283582089
52,1464687986847756300,0.448955223880597
52,1464699643892318216,0.4435820895522387
52,1464730527143976972,0.4429850746268656
52,1464690279060066315,0.44
52,1464730834854944773,0.4388059701492537
52,1464729773624676353,0.4310447761194029
52,1464695901444784143,0.4304477611940298
52,1464717155845517319,0.4262686567164179
52,1464712165009600514,0.4232835820895522
52,1464733876941688836,0.4214925373134328
52,1464712795853934596,0.4214925373134328
52,1464318966088753161,0.4214925373134328
52,1464703545509302275,0.4208955223880597
52,1464711690050809860,0.4173134328358209
52,1464737453953200128,0.4161194029850746
52,1464689582067310593,0.4143283582089552
52,1464700543088181254,0.4107462686567164
52,1464697680056225792,0.4059701492537313
52,1464689459052560394,0.4059701492537313
52,1464692259975319556,0.4047761194029851
52,1464703780751122438,0.4041791044776119
52,1464739291192516620,0.4017910447761194
52,1464695470652112899,0.3994029850746269
52,1464703999714729985,0.3976119402985075
52,1464713327209324547,0.3952238805970149
52,1464685642361806851,0.3892537313432835
52,1464697291365916675,0.3868656716417911
52,1464700215248703488,0.3862686567164179
52,1464707840245960708,0.3844776119402985
52,1464694749311479809,0.382089552238806
52,1464337879065415686,0.382089552238806
52,1464318261730988032,0.382089552238806
52,1464725751467438081,0.3808955223880597
52,1464708755174662149,0.3808955223880597
52,1464314867029057536,0.3808955223880597
52,1464703004616146954,0.3802985074626865
52,1464596723410554882,0.3797014925373134
52,1464715288520405004,0.3785074626865671
52,1464727158731984904,0.377910447761194
52,1464719839713546244,0.3773134328358209
52,1464697329324367876,0.3749253731343284
52,1464691248489541638,0.3749253731343284
52,1464719697568436225,0.3719402985074627
52,1464668091632263173,0.3719402985074627
52,1464696975207583751,0.3713432835820895
52,1464690716404240391,0.3713432835820895
52,1464740293283041289,0.3707462686567164
52,1464715835549929477,0.3707462686567164
52,1464714548477317123,0.3707462686567164
52,1464685247673552898,0.368955223880597
52,1464611266622898178,0.368955223880597
52,1463590088856719370,0.368955223880597
52,1464736393268277250,0.3683582089552238
52,1464733389676814346,0.3683582089552238
52,1464711971509518341,0.3665671641791044
52,1464732703480233985,0.3653731343283582
52,1464621109920292870,0.3653731343283582
52,1464715018444984322,0.3641791044776119
52,1464719654832721924,0.3635820895522388
52,1464701859084578818,0.3635820895522388
52,1464710799293825031,0.3605970149253731
52,1464694030105825284,0.3605970149253731
52,1464667563032559619,0.3605970149253731
52,1464571088294322183,0.3605970149253731
52,1464714857136234502,0.3588059701492537
52,1464686016439144448,0.3588059701492537
52,1464694042856407045,0.3582089552238806
52,1464693173385580544,0.3582089552238806
52,1464713823185739782,0.3576119402985074
52,1464737935392186373,0.3570149253731343
52,1464704934927118338,0.355820895522388
52,1464653614950100992,0.355820895522388
52,1464590598212501506,0.355820895522388
52,1464343345183039489,0.355820895522388
52,1464739653970538502,0.3552238805970149
52,1464705676505198595,0.3552238805970149
52,1464705560587259905,0.3552238805970149
52,1464690807840165893,0.3552238805970149
52,1464253886546460735,0.3552238805970149
52,1464705591297855491,0.3546268656716418
52,1464707765021163531,0.3534328358208955
52,1464745050366267395,0.3522388059701493
52,1464738603037122562,0.3522388059701493
52,1464680703484837888,0.3522388059701493
52,1464656525482467330,0.3522388059701493
52,1464599061030486016,0.3522388059701493
52,1464703078813286401,0.3516417910447761
52,1464734414320062474,0.351044776119403
52,1464689510629789701,0.3504477611940298
52,1464712766409875463,0.3492537313432836
52,1464699170497966087,0.3492537313432836
52,1464695930528178189,0.3480597014925373
52,1464688241316012036,0.3480597014925373
52,1464713151124021251,0.3444776119402984
52,1464707458098614273,0.3444776119402984
52,1464705978692210691,0.3444776119402984
52,1464703110257987589,0.3444776119402984
52,1464700758524317714,0.3444776119402984
52,1464698050341916674,0.3444776119402984
52,1464697347015860226,0.3444776119402984
52,1464695657164324871,0.3444776119402984
52,1464687007205138452,0.3444776119402984
52,1464685671541624842,0.3444776119402984
52,1464325942185185280,0.3444776119402984
52,1464221355256295431,0.3444776119402984
52,1464717553507475470,0.3426865671641791
52,1464706408050565128,0.342089552238806
52,1464702743810093061,0.342089552238806
52,1464688242410897417,0.3414925373134328
52,1464702665523400708,0.3408955223880597
52,1464698239442112515,0.3408955223880597
52,1464592893923016705,0.3408955223880597
52,1464724782063235077,0.3402985074626866
52,1464716249057923073,0.3385074626865672
52,1464707769878077450,0.3385074626865672
52,1464708662518296584,0.337910447761194
52,1464633996818751491,0.337910447761194
52,1464715544515461125,0.3373134328358209
52,1464713206123929607,0.3373134328358209
52,1464725568893632513,0.3367164179104477
52,1464707456844578826,0.3367164179104477
52,1464615955728932874,0.3367164179104477
52,1464308997238845446,0.3367164179104477
52,1464217376745005059,0.3367164179104477
52,1464715170501079042,0.3355223880597015
52,1464694937769975809,0.3355223880597015
52,1464693733501382665,0.3355223880597015
52,1464685734074400772,0.3355223880597015
52,1464661120392646666,0.3343283582089552
52,1464451656951767052,0.3343283582089552
52,1464704775447007244,0.333731343283582
52,1464707197686980608,0.3331343283582089
52,1464733628093677575,0.3319402985074626
52,1464707038362144780,0.3301492537313433
52,1464726713095569412,0.3295522388059701
52,1464624530069012483,0.3295522388059701
52,1464607354994020353,0.3295522388059701
52,1464593704623165441,0.3277611940298507
52,1464563959881682944,0.3277611940298507
52,1464723839909343236,0.3271641791044776
52,1464700456429576193,0.3271641791044776
52,1464689807813234689,0.3271641791044776
52,1464671394919182336,0.3271641791044776
52,1464350220603559939,0.3253731343283582
52,1464705885452840969,0.3247761194029851
52,1462752014497386498,0.3247761194029851
52,1464706889527304195,0.3241791044776119
52,1464706017166508047,0.3235820895522388
52,1464715546910466061,0.3229850746268656
52,1464714136953266178,0.3229850746268656
52,1464699840009584643,0.3229850746268656
52,1464694277049659394,0.3229850746268656
52,1464684765739728898,0.3211940298507462
52,1464713216701960193,0.3205970149253731
52,1464712508489535492,0.3205970149253731
52,1464697799698796550,0.3205970149253731
52,1464688186345545729,0.32
52,1464718448408334344,0.3194029850746268
52,1464694868547186691,0.3188059701492537
52,1464732254190645251,0.3170149253731343
52,1464716336634941444,0.3170149253731343
52,1464720078264573966,0.3164179104477612
52,1464705774928728072,0.3164179104477612
52,1464697389910999048,0.3164179104477612
52,1464362535008849928,0.3164179104477612
52,1464294734885789697,0.3164179104477612
52,1464724487681847300,0.3152238805970149
52,1464609960696946695,0.3152238805970149
52,1464721293438291971,0.3146268656716418
52,1464700068552978443,0.3146268656716418
52,1464352936658624514,0.3146268656716418
52,1463862537452236810,0.3146268656716418
52,1464709463525441537,0.3122388059701493
52,1464694094698106880,0.3122388059701493
52,1464716954527309825,0.3116417910447761
52,1464725905486589954,0.311044776119403
52,1464724184240730115,0.3104477611940298
52,1464718778105802752,0.3098507462686567
52,1464717127462625291,0.3098507462686567
52,1464715494607540233,0.3098507462686567
52,1464706300248481795,0.3098507462686567
52,1464539969821761538,0.3098507462686567
52,1464721118166757383,0.3092537313432835
52,1464705861411033088,0.3092537313432835
52,1464701280568463367,0.3092537313432835
52,1464583206179684354,0.3092537313432835
52,1463492601114464257,0.3092537313432835
52,1464741520142217225,0.3086567164179104
52,1464713981222965250,0.3086567164179104
52,1464706527344959492,0.3086567164179104
52,1464693514495741960,0.3080597014925373
52,1464695197535817731,0.3074626865671642
52,1464687348323606534,0.3074626865671642
52,1464715276545576963,0.3062686567164179
52,1464700049716350977,0.3062686567164179
52,1464744223991869445,0.3056716417910448
52,1464721689955246088,0.3044776119402985
52,1464714860219015168,0.3044776119402985
52,1464668767921717249,0.3038805970149253
52,1464719881799147527,0.3032835820895522
52,1464697141599875077,0.3032835820895522
52,1464736747179458561,0.3026865671641791
52,1464720040389971971,0.3020895522388059
52,1464710391800508420,0.3020895522388059
52,1464705789923319813,0.3020895522388059
52,1464700959259561989,0.3020895522388059
52,1464684562596995078,0.3020895522388059
52,1464736834009944074,0.3014925373134328
52,1464720183893889028,0.3014925373134328
52,1464706521418321923,0.3014925373134328
52,1464728948051435531,0.297910447761194
52,1464697973930184705,0.297910447761194
52,1464591760676564997,0.297910447761194
52,1464714277869297665,0.2973134328358209
52,1464705976368513028,0.2973134328358209
52,1464695186425057294,0.2973134328358209
52,1464662106951892998,0.2973134328358209
52,1464406676774260737,0.2973134328358209
52,1464732968421928964,0.2955223880597015
52,1464699649827164170,0.2955223880597015
52,1464706840650997760,0.2925373134328358
52,1464693744142372870,0.2925373134328358
52,1464690432579936260,0.2925373134328358
52,1463130211772510217,0.2925373134328358
52,1464730273036316677,0.2919402985074626
52,1464698783556640781,0.2919402985074626
52,1464588489576566785,0.2919402985074626
52,1464712162555961344,0.2913432835820895
52,1464688999457558535,0.2913432835820895
52,1464717186686017542,0.2901492537313433
52,1464708155829534726,0.2901492537313433
52,1464696633346732036,0.2901492537313433
52,1464694695418859532,0.2901492537313433
52,1464740710305964034,0.2895522388059701
52,1464721234193784835,0.2895522388059701
52,1464715633971638279,0.2895522388059701
52,1464715009855008769,0.2883582089552239
52,1464715894102405136,0.2877611940298508
52,1464713635662639105,0.2871641791044776
52,1464706448831787015,0.2871641791044776
52,1464601303204745223,0.2859701492537313
52,1464708221600505859,0.2841791044776119
